【第49回第25問】2 重要文化財を輸出しようとする場合であっても、文化財保護法の規定による輸出の許可を受けているときは、経済産業大臣の輸出の承認を要しない。,✖
【第49回第25問】3 財務大臣が貨物の輸出を行う場合には、輸出貿易管理令の規定に基づく経済産業大臣の輸出の許可又は承認を受けることを要しない。,✖
【第49回第25問】4 経済産業大臣の輸出の承認の内容の訂正又は変更に係る経済産業大臣の権限は、すべて税関長に委任されている。,✖
【第49回第25問】5 経済産業大臣の輸出の許可及び承認の有効期間は、経済産業大臣が特に必要があると認めて、異なる有効期間を定め、又は有効期間を延長した場合を除き、その許可又は承認をした日から 6 月である。,〇
【第49回第26問】1 一時的に入国する者及び一時的に出国して入国する者が、本邦へ入国する際、職業用具を税関に申告のうえ別送して輸入しようとする場合には、すべて経済産業大臣の輸入の承認を要しない。,✖
【第49回第26問】2 税関は、経済産業大臣の指示に従い、通関に際し、貨物を輸入しようとする者が輸入の承認を受けていること又はこれを受けることを要しないことを確認したときは、その結果をすべて経済産業大臣に通知しなければならない。,✖
【第49回第26問】3 経済産業大臣が行う輸入割当ては、すべて貨物の数量により行うこととされている。,✖
【第49回第26問】4 税関長は、特に必要があると認めるときは、1 月以内において、経済産業大臣の輸入の承認の有効期間を延長することができる。,〇
【第49回第26問】5 輸入承認証の交付を受けた者は、当該輸入承認証を必要としなくなったときは、遅滞なく経済産業大臣に返還しなければならない。,✖
【第50回第28問】1 一時的に入国して出国する者が本邦において購入した象牙製品を携帯して輸出する場合には、経済産業大臣の輸出の承認を要しない。,✖
【第50回第28問】2 廃棄物の処理及び清掃に関する法律第 10 条第 2 項（一般廃棄物の輸出）に規定する者が同法第 2 条第 1 項（定義）に規定する廃棄物を大韓民国に輸出する場合であって、当該廃棄物が特定有害廃棄物等の輸出入等の規制に関する法律第 2 条第 1 項（定義等）に規定する特定有害廃棄物等に該当するときは、経済産業大臣の輸出の承認を要する。,〇
【第50回第28問】3 外国為替及び外国貿易法第 48 条第 1 項（輸出の許可等）の規定に基づく経済産業大臣の輸出の許可を受けた場合には、同条第 3 項の規定に基づく経済産業大臣の輸出の承認を要しない。,✖
【第50回第28問】4 価額の全部につき支払手段による決済を要しない貨物に係る外国為替及び外国貿易法第 48 条第 1 項の規定による経済産業大臣の輸出の許可の権限は、税関長に委任されている。,✖
【第50回第28問】5 受取人の個人的使用に供するため、輸出貿易管理令別表第 2 の 2 第 32 号に規定する万年筆を国際郵便により北朝鮮に輸出する場合には、経済産業大臣の輸出の承認を要しない。,✖
【第50回第29問】1 けしの実を輸入する際は、経済産業大臣の輸入承認証ではなく、熱処理等によって発芽不能の処理を施したものであることを証する書類を税関に提出しなければならないこととされているが、当該書類を税関に提出することなく輸入した場合であっても、外国為替及び外国貿易法に規定する罰則の対象とはならない。,✖
【第50回第29問】2 輸入貿易管理令第 9 条第 1 項（輸入割当て）の規定による経済産業大臣の輸入割当てを受けるべきものとして公表された品目の貨物を仮に陸揚げしようとするときは、経済産業大臣の輸入の承認を受けなければならない。,✖
【第50回第29問】3 有償の貨物であって、経済産業大臣の指示する範囲内のものに係る経済産業大臣の輸入の承認の権限は、税関長に委任されている。,✖
【第50回第29問】4 輸入承認証に係る貨物が当該輸入承認証の有効期間内に本邦に到着していれば、輸入申告の時に、当該輸入承認証の有効期間が経過していたとしても、輸入することができる。,✖
【第50回第29問】5 経済産業大臣は、外国貿易及び国民経済の健全な発展を図るために必要があると認めるときは、輸入貿易管理令第 9 条第 1 項の規定による輸入割当てに当たり、輸入の期間、貨物の原産地、船積地域その他輸入に関する事項について条件を付することができる。,〇
【第51回第28問】1 一時的に出国する者が、現に使用中の銃砲を携帯して輸出する場合には、経済産業大臣の輸出の許可を要しない。,✖
【第51回第28問】2 外国貿易船が自己の用に供する船用品として貨物を輸出しようとする場合には、当該貨物の種類にかかわらず経済産業大臣の輸出の許可を要しない。,✖
【第51回第28問】3 税関長は、輸出貿易管理令第 2 条第 1 項（輸出の承認）の規定による輸出の承認の有効期間を延長することができる。,〇
【第51回第28問】4 本邦から輸出された輸出貿易管理令別表第 1 に掲げる貨物を本邦で修理するために輸入し、当該修理を行った後に再輸出する場合には、当該再輸出が有償で行われるときであっても、経済産業大臣の輸出の許可を要しない。,✖
【第51回第28問】5 物品の一時輸入のための通関手帳に関する通関条約（ＡＴＡ条約）に規定するＡＴＡカルネにより輸入された貨物であって、当該ＡＴＡカルネにより輸出されるものにあっては、当該貨物の種類にかかわらず経済産業大臣の輸出の承認を要しない。,✖
【第51回第29問】1 経済産業大臣以外の政府機関が貨物の輸入を行う場合であっても、必ず経済産業大臣の輸入の承認を要する。,✖
【第51回第29問】2 委託加工貿易契約による貨物の輸出について輸出貿易管理令第 2 条第 1 項第 2 号（輸出の承認）の規定による承認を受けた者が、その承認を受けたところに従って輸出した貨物を加工原材料として加工された貨物につき、当該承認を受けた日から 3 年以内に輸入する場合には、経済産業大臣の輸入の承認を要しない。,✖
【第51回第29問】3 貨物を輸入しようとする者は、当該貨物の輸入について輸入貿易管理令第 9 条第 1 項（輸入割当て）の規定による経済産業大臣の輸入割当てを受けたときは、当該貨物につき経済産業大臣の輸入の承認を受けることを要しない。,✖
【第51回第29問】4 輸入貿易管理令第 4 条第 1 項（輸入の承認）の規定による輸入の承認の有効期間は、経済産業大臣が特に必要があると認めた場合であって、有効期間を別に定め、又は輸入の承認の有効期間を延長したときを除き、その承認をした日から 1 年である。,✖
【第51回第29問】5 輸入貿易管理令第 9 条第 1 項の規定による経済産業大臣の輸入割当てを受けた者から輸入の委託を受けた者が、当該輸入割当てに係る貨物を輸入しようとする場合において、経済産業大臣の確認を受けたときは、あらためて輸入割当てを受けることを要しない。,〇
【第52回第27問】1 経済産業大臣の輸入割当てを受けるべきものとして公表された品目の貨物を輸入しようとする場合において、経済産業大臣の輸入割当てを受けたときは、経済産業大臣の輸入の承認を受けることを要しない。,✖
【第52回第27問】2 経済産業大臣の輸出の承認を受けて本邦から輸出された後無償で輸入される貨物であって、その輸出の際の性質及び形状が変わっていないものであっても、当該貨物が絶滅のおそれのある野生動植物の種の国際取引に関する条約附属書Ⅰに掲げる種に属する植物に該当する場合には、経済産業大臣の輸入の承認を受けなければならない。,✖
【第52回第27問】3 経済産業大臣の輸入割当てを受けるべきものとして公表された品目の貨物を有償で輸入しようとする場合において、当該貨物の総価額が18万円以下であるときは、経済産業大臣の輸入割当てを受けることを要しない。,✖
【第52回第27問】4 本邦から出漁した船舶が外国の領海において採捕した水産動植物であって、当該船舶により輸入される貨物については、当該貨物が経済産業大臣の輸入割当てを受けるべきものとして公表された品目の貨物に該当する場合であっても、経済産業大臣の輸入割当てを受けることを要しない。,〇
【第52回第27問】5 経済産業大臣の輸入割当ては、貨物の数量により行うこととされており、貨物の価額により行われることはない。,✖
【第52回第12問】1 国際郵便により送付され、かつ、受取人の個人的使用に供される職業用具を輸出しようとする場合には、当該貨物が輸出貿易管理令別表第 2 の 1 の項の中欄に掲げるダイヤモンドに該当するときであっても、経済産業大臣の輸出の承認を受けることを要しない。,✖
【第52回第12問】2 仮に陸揚げした貨物のうち、本邦以外の地域を仕向地とする船荷証券により運送されたものを輸出する場合において、当該貨物が輸出貿易管理令別表第 1 の 1 の項の中欄に掲げる貨物に該当するときは、経済産業大臣の輸出の許可を受けなければならない。,〇
【第52回第12問】3 輸出貿易管理令別表第 1 の 2 の項の中欄及び同令別表第 2 の 20 の項の中欄に掲げる核燃料物質に該当する貨物であって、経済産業大臣の輸出の許可及び承認を要する貨物に該当するものを輸出しようとする場合であっても、経済産業大臣の輸出の許可を受けたときは、経済産業大臣の輸出の承認を受けることを要しない。,✖
【第52回第12問】4 財務大臣が貨物の輸出を行う場合には、当該貨物が輸出貿易管理令別表第 1 の 1 の項の中欄に掲げる貨物に該当するときであっても、経済産業大臣の輸出の許可を受けることを要しない。,✖
【第52回第12問】5 経済産業大臣の輸出の承認の有効期間を延長する権限であって、経済産業大臣の指示する範囲内のものは、税関長に委任されるものとされている。,〇
【第53回第27問】1 経済産業大臣の輸入割当てを受けるべきものとして公表された品目の貨物を輸入しようとする者は、当該貨物の輸入に係る経済産業大臣の輸入割当てを受けた場合には、経済産業大臣の輸入の承認を受けることを要しない。,✖
【第53回第27問】2 経済産業大臣の輸入割当ては、貨物の数量により行うこととされており、貨物の価額により行うことはできない。,✖
【第53回第27問】3 経済産業大臣は輸入の承認に条件を付すことができるが、これを変更することはできない。,✖
【第53回第27問】4 経済産業大臣の輸入割当てを受けた者から当該割当てに係る貨物の輸入の委託を受けた者が当該貨物を輸入しようとする場合において、経済産業大臣の確認を受けたときは、当該輸入の委託を受けた者は、当該貨物の輸入について経済産業大臣の輸入割当てを受けることを要しない。,〇
【第53回第27問】5 船舶又は航空機により輸出した貨物であって、当該船舶又は航空機の事故のために積み戻したものを輸入する場合において、当該貨物が経済産業大臣の輸入割当てを受けるべきものとして公表された品目に該当するときは、経済産業大臣の輸入の割当てを受けることを要する。,✖
【第53回第26問】1 経済産業大臣の輸出の承認の有効期間はその承認をした日から 1 年であり、経済産業大臣は、特に必要があると認めるときは、当該承認について、1 年と異なる有効期間を定め、又はその有効期間を延長することができる。,✖
【第53回第26問】2 原産地を誤認させるべき貨物のうち、仮に陸揚げした貨物であって、「MADE IN JAPAN」又はこれと類似の表示を付した外国製のものを輸出しようとする場合には、経済産業大臣の輸出の承認を受けることを要しない。,✖
【第53回第26問】3 輸出貿易管理令別表第 2 の 43 の項の中欄に掲げる重要文化財に該当する貨物を輸出しようとする場合において、文化財保護法の規定による文化庁長官の輸出の許可を受けたときは、経済産業大臣の輸出の承認を受けることを要しない。,✖
【第53回第26問】4 輸出貿易管理令別表第 2 の 1 の項の中欄に掲げるダイヤモンドに該当する貨物を輸出する場合において、当該貨物が総価額 200 万円以下の無償の商品見本に該当するときは、経済産業大臣の輸出の承認を受けることを要しない。,✖
【第53回第26問】5 輸出貿易管理令別表第 1 の 1 の項の中欄に掲げる銃砲に該当する猟銃を輸出する場合には、これを一時的に出国する者が本邦から出国する際、職業用具として携帯して輸出しようとするときであっても、経済産業大臣の輸出の許可を受けることを要する。,〇
【第54回第25問】1 輸出貿易管理令別表第 1 の 2 の項の中欄及び同令別表第 2 の20の項の中欄に掲げる核燃料物質に該当する貨物を輸出しようとする場合において、経済産業大臣の輸出の許可を受けたときは、経済産業大臣の輸出の承認を受けることを要しない。,✖
【第54回第25問】2 経済産業大臣は、外国為替及び外国貿易法第48条第 1 項の規定により経済産業大臣の輸出の許可を受けなければならない貨物について、当該許可を受けないで輸出した者に対し、期間を限り、輸出を行うことを禁止することができる。,〇
【第54回第25問】3 経済産業大臣の輸出の許可及び承認の有効期間は、その許可又は承認をした日から 1 年であり、経済産業大臣は、特に必要があると認めるときは、 1 年と異なる有効期間を定め、又はその有効期間を延長することができる。,✖
【第54回第25問】4 輸出貿易管理令別表第 1 の 1 の項の中欄に掲げる銃砲に該当する貨物を輸出する場合において、当該貨物が外国貿易船が自己の用に供する船用品に該当するときは、経済産業大臣の輸出の許可を受けることを要しない。,✖
【第54回第25問】5 輸出貿易管理令別表 2 の33の項の中欄に掲げるうなぎの稚魚を輸出する場合において、その貨物の総価額が30万円以下のものを輸出しようとするときは、経済産業大臣の輸出の承認を受けることを要しない。,✖
【第54回第14問】1 経済産業大臣の輸入の承認の有効期間は、その承認をした日から 6 か月であり、経済産業大臣は、特に必要があると認めるときは、 6 か月と異なる有効期間を定め、又はその有効期間を延長することができる。,〇
【第54回第14問】2 経済産業大臣の輸入の承認を受けるべきものとして公表された品目に該当する貨物を仮に陸揚げしようとするときは、経済産業大臣の輸入の承認を受けることを要する。,✖
【第54回第14問】3 経済産業大臣の輸入の承認を受けるべきものとして公表された品目に該当する貨物を輸入する場合には、当該貨物の輸入を政府機関が行うときであっても、経済産業大臣の輸入の承認を受けることを要する。,✖
【第54回第14問】4 本邦から出漁した船舶が外国の領海において採捕した水産動植物であって、当該船舶により輸入される貨物については、当該貨物が経済産業大臣の輸入割当てを受けるべきものとして公表された品目に該当する場合であっても、経済産業大臣の輸入割当てを受けることを要しない。,〇
【第54回第14問】5 経済産業大臣は、貨物の輸入に関し、外国為替及び外国貿易法に基づく命令に違反した者に対し、期間を限り、輸入を行うことを禁止することができる。,〇
【第55回第25問】1 貨物を輸入しようとする者は、当該貨物の輸入について経済産業大臣の輸入割当てを受けたときは、経済産業大臣の輸入の承認を受けることを要しない。,✖
【第55回第25問】2 経済産業大臣の輸入割当ては、貨物の数量により行うこととされており、貨物の価額により行うことはできない。,✖
【第55回第25問】3 経済産業大臣の輸入の承認を受けた者は、その輸入承認証を必要としなくなった場合には、当該承認の有効期間が満了する日までに当該輸入承認証を経済産業大臣に提出しなければならない。,✖
【第55回第25問】4 経済産業大臣の輸出の承認を受けて本邦から輸出された後、無償で輸入される貨物であって、その輸出の際の性質及び形状が変わっていないものであっても、当該貨物が有害廃棄物の国境を越える移動及びその処分の規制に関するバーゼル条約に定める有害廃棄物に該当する場合には、経済産業大臣の輸入の承認を受けなければならない。,✖
【第55回第25問】5 船舶又は航空機により輸出した貨物であって、当該船舶又は航空機の事故のために積み戻したものを輸入する場合には、当該貨物が経済産業大臣の輸入割当てを受けるべきものとして公表された品目に該当するときであっても、経済産業大臣の輸入の割当てを受けることを要しない。,〇
【第55回第14問】1 仮に陸揚げした貨物のうち、本邦以外の地域を仕向地とする船荷証券により運送されたものを輸出する場合において、当該貨物が輸出貿易管理令別表第1の1の項の中欄に掲げる貨物に該当するときは、経済産業大臣の輸出の許可を受けることを要する。,〇
【第55回第14問】2 本邦から輸出された貨物を本邦で修理するために輸入し、当該修理を行った後に再輸出する場合には、その再輸出が有償で行われるときであっても、経済産業大臣の輸出の許可を受けることを要しない。,✖
【第55回第14問】3 経済産業大臣の輸出の承認の有効期間は、その承認をした日から6月であるが、経済産業大臣は、特に必要があると認めるときは、当該承認について、6月と異なる有効期間を定め、又はその有効期間を延長することができる。,〇
【第55回第14問】4 国際郵便により送付され、かつ、受取人の個人的使用に供される身廻品を輸出しようとする場合において、その貨物が輸出貿易管理令別表第2の1の項の中欄に掲げるダイヤモンドであるときは、経済産業大臣の輸出の承認を受けることを要しない。,✖
【第55回第14問】5 原産地を誤認させるべき貨物のうち、仮に陸揚げした貨物であって、「MADE IN JAPAN」又はこれと類似の表示を付した外国製のものを輸出しようとする場合には、経済産業大臣の輸出の承認を受けることを要しない。,✖
【第56回第27問】1 経済産業大臣の輸出の許可及び輸出の承認を受けなければならない貨物に該当するものを輸出しようとする場合において、経済産業大臣の輸出の許可を受けたときは、併せて経済産業大臣の輸出の承認を受けることを要しない。,✖
【第56回第27問】2 輸出貿易管理令別表第2の25の項の中欄に掲げる船舶に該当する貨物を輸出しようとする場合において、水産庁長官の確認を受けたときは、経済産業大臣の輸出の承認を受けることを要しない。,✖
【第56回第27問】3 輸出貿易管理令別表第1の4の項の中欄に掲げる無人航空機に該当する貨物であって、総価額が100万円のものをアメリカ合衆国を仕向地として輸出しようとするときは、経済産業大臣の輸出の許可を受けることを要しない。,✖
【第56回第27問】4 仮に陸揚げした輸出貿易管理令別表第1の4の項の中欄に掲げる無人航空機に該当する貨物であって、アメリカ合衆国を仕向地とする船荷証券により運送されたものを輸出しようとするときは、経済産業大臣の輸出の許可を受けることを要しない。,〇
【第56回第27問】5 輸出貿易管理令別表第1の16の項の中欄に掲げる関税定率法別表第95類に該当する玩具をアメリカ合衆国を仕向地として輸出しようとするときは、経済産業大臣の輸出の許可を受けなければならない。,✖
【第56回第14問】1 経済産業大臣の輸入割当てを受けるべきものとして公表された品目の貨物の輸入をしようとするときは、輸入貿易管理令第14条本文（特例）の規定の適用を受ける場合を除き、経済産業大臣の輸入の承認を受けなければならない。,〇
【第56回第14問】2 税関長は、無償の貨物であって、経済産業大臣の指示する範囲内のものに係る輸入の承認に条件を付することができない。,✖
【第56回第14問】3 税関長は、特に必要があると認めるときは、1月以内において、経済産業大臣の輸入の承認の有効期間を延長することができる。,〇
【第56回第14問】4 輸入承認証に係る貨物が当該輸入承認証の有効期間内に本邦に到着している場合においては、輸入申告の時に当該輸入承認証の有効期間が経過していたときであっても、当該貨物を輸入することができる。,✖
【第56回第14問】5 経済産業大臣は、輸入割当てに当たり、輸入に関する事項について条件を付することができない。,✖
【第57回第26問】1 貨物を輸入しようとする者は、当該貨物の輸入について、経済産業大臣の輸入割当てを受けることを要するときに限り、経済産業大臣の輸入の承認を受けなければならない。,"✖, 〇"
【第57回第26問】2 経済産業大臣の輸入割当てを受けるべきものとして公表された品目に該当する貨物を仮に陸揚げしようとするときは、経済産業大臣の輸入の承認を受けなければならない。,✖
【第57回第26問】3 経済産業大臣の輸入割当てを受けた者から当該輸入割当てに係る貨物の輸入の委託を受けた者が当該貨物を輸入しようとする場合には、経済産業大臣の確認を受けたときであっても、当該輸入の委託を受けた者は、経済産業大臣の輸入の承認を受けなければならない。,✖
【第57回第26問】4 経済産業大臣の輸入割当てを受けるべきものとして公表された品目に該当する貨物に係る輸入割当証明書の交付を受けた者は、その交付に係る貨物の全部又は一部を希望しなくなった場合であっても、当該輸入割当証明書を経済産業大臣に返還することを要しない。,✖
【第57回第26問】5 経済産業大臣の輸入割当ては、貨物の数量により行うこととされているが、貨物の数量により輸入割当てを行うことが困難である場合には、貨物の価額により行うことができる。,〇
【第57回第14問】1 輸出貿易管理令別表第 2 の33の項の中欄に掲げるうなぎの稚魚を、アメリカ合衆国を仕向地として輸出する場合において、その輸出する貨物の総価額が 5 万円以下のものであるときは、経済産業大臣の輸出の承認を受けることを要しない。,〇
【第57回第14問】2 輸出貿易管理令別表第 2 の43の項の中欄に掲げる重要文化財を輸出しようとする場合において、文化財保護法の規定に基づく文化庁長官の許可を受けているときであっても、経済産業大臣の輸出の承認を受けなければならない。,〇
【第57回第14問】3 輸出貿易管理令別表第 1 の 1 の項の中欄に掲げる軍用航空機の部分品のうち、修理を要するものを無償で輸出しようとする場合には、経済産業大臣の輸出の許可を受けることを要しない。,✖
【第57回第14問】4 輸出貿易管理令別表第 1 の16の項の中欄に掲げる関税定率法別表第95類に該当する玩具を、ドイツを仕向地として輸出しようとする場合には、経済産業大臣の輸出の許可を受けなければならない。,✖
【第57回第14問】5 経済産業大臣は、外国為替及び外国貿易法第48条第 1 項の規定により経済産業大臣の輸出の許可を受けなければならない貨物について、当該輸出の許可を受けないで貨物を輸出した者に対し、 3 年以内の期間を限り、輸出を行うことを禁止することができる。,〇
